       Omega           X           Y   Intensity
     1482.00      587.00     1960.00      64.158
     1480.00      774.00     1514.00      90.047
     1483.00     1011.00       57.00     352.308
     1492.00      761.00       87.00     110.307
     1487.50     1172.00      532.00      74.289
     1497.00      747.00     1515.00     194.726
     1497.00     1271.00      574.00      97.926
     1497.00      798.00     1489.00     126.065
     1497.00     1293.00     1523.00      82.168
     1512.00      265.00      141.00     121.563
     1517.00      296.00     1598.00     150.828
     1518.00      536.00      992.00     240.875
     1525.00      535.00      992.00     251.005
     1534.00      535.00      992.00     283.647
     1543.00      536.00      992.00     291.526
     1554.00      535.00      992.00     328.671
     1562.00      535.00      993.00     310.661
     1570.00      535.00      991.00     306.159
     1585.00      536.00      992.00     285.898
     1613.00      536.00      991.00     192.475
     1521.00      767.00      580.00    6404.573
     1508.00     1011.00      545.00     212.735
     1511.00     1262.00      517.00    4070.112
     1509.00     1778.00     1291.00     249.880
     1517.00     1782.00     1279.00     339.926
     1584.00     1787.00     1264.00     598.811
     1527.00     1013.00      546.00     327.545
     1543.00     1014.00      546.00    1229.138
     1525.00      511.00      116.00     133.944
     1529.00      771.00     1513.00      64.158
     1534.00     1253.00      562.00     100.177
     1534.00     1275.50       30.50      74.289
     1535.00     1296.00      550.00      74.289
     1554.00       61.00     2042.00      65.284
     1554.00      497.00      125.00     117.061
     1562.00     1258.00      565.00     182.345
     1575.00       19.00      830.00      70.912
     1582.00       18.00      828.00      65.284
     1583.00       19.00      831.00      65.284
     1584.00       20.00      827.00      65.284
     1569.00     1226.00      140.00      65.284
     1576.00      808.00     1906.00     126.065
     1576.00     1160.00      528.00      69.786
     1627.00      536.00      992.00     150.828
     1642.00      536.00      992.00     111.433
     1663.00      536.00      992.00      65.284
     1629.00     1105.00     1816.00     189.098
     1636.00     1749.00      445.00     150.828
     1649.00     1787.00     1261.00     532.401
     1649.00      749.00      687.00     282.522
     1640.50     1422.00      754.50      59.656
     1663.00     1300.00     1368.00     361.312
     1671.00     1340.00     1764.00     374.819
     1674.00      223.00      393.50      65.284
     1691.00      269.00      786.00     362.438
     1681.00      493.00      270.00      88.921
     1685.00     1567.00     1724.00     137.321
     1692.00     1562.00     1728.00     154.205
     1684.00     1743.00      434.00      84.419
     1696.00      989.00      633.00     290.401
     1697.00      709.00      290.00     247.628
     1695.00     1098.00     1817.00     452.485
     1700.00      512.50      738.00      94.549
     1720.00       20.00      842.00     145.200
     1727.00       19.00      843.00     132.819
     1707.00      857.00     1872.00      86.670
     1718.00      946.00      236.00     324.168
     1714.00     1323.00     1771.00     420.968
     1727.00     1319.00     1773.00     516.643
     1712.00      241.00      316.00     117.061
     1713.00      613.00     1929.00     137.321
     1715.00     1293.00     1374.00     409.713
     1722.00     1291.00     1376.00     428.847
     1721.00     1827.00     1662.00     162.084
     1726.00      751.00      689.00     451.359
     1737.00      593.00     1920.00     131.693
     1742.00     1225.50      577.00     449.108
     1740.00     1303.00     1366.00     214.987
     1746.00     1222.00      141.00     172.214
     1749.00     1076.00     1819.00     705.741
     1769.00      299.00     1170.00     195.852
     1757.00      224.00      397.00     118.186
     1757.00      473.00      343.00     131.693
     1761.00      992.00      636.00     529.024
     1760.00      832.00     1868.00     117.061
     1763.00     1101.00     1817.00     253.256
     1772.00      276.00      767.00     350.057
     1799.00      271.00      777.00     446.857
     1828.00      264.00      794.00     108.056
     1854.00      265.00      795.00     127.191
     1767.00      713.00      292.00     490.755
     1761.00     1302.00     1366.00      72.037
     1761.00     1346.00     1761.00      65.284
     1763.00     1341.00     1762.00      65.284
     1772.00      519.00      727.00     138.447
     1771.00     1050.50     1421.00     490.755
     1778.00     1470.00       95.00     280.270
     1779.00      760.00      682.00     613.443
     1774.00      616.00     1929.00      64.158
     1778.00     1303.00     1366.00     101.303
     1785.00     1303.00     1366.00     117.061
     1801.00     1301.00     1367.00     480.624
     1783.00     1106.00     1817.00      79.916
     1784.00      752.00      621.00      91.172
     1804.00     1230.00      582.00    1022.030
     1797.00     1999.00       26.00      81.042
     1795.00      536.00     1008.00      59.656
     1812.00      536.00     1009.00      73.163
     1814.00      536.00     1004.00      73.163
     1821.00      535.00     1004.00      79.916
     1828.00      536.00     1008.00      87.796
     1835.00      535.00     1007.00      97.926
     1850.00      535.00     1006.00     104.679
     1815.50     1004.00      636.00     605.564
     1828.00     1336.00     1766.00     620.197
     1834.00     1439.00      127.00     140.698
     1841.00      466.00      344.00      73.163
     1841.00      709.00      293.00     222.866
     1850.00     1710.00      461.00     211.610
     1841.00     1093.00     1818.00     727.127
     1841.00      606.00     1927.00     181.219
     1843.00      751.00      688.00     156.456
     1855.00      751.00      687.00     201.480
     1855.00     1245.00      590.00    1068.179
     1855.00      512.00      736.00      86.670
     1855.00       17.00      854.00      72.037
     1855.00       18.00      842.00      70.912
     1855.00       21.00      825.00      67.535
     1854.00      578.00     1525.00     106.930
     1854.00      862.00      486.00      69.786
     1859.00      513.00      735.00     176.717
     1857.00      517.00     1108.00     311.787
     1863.00      517.00     1108.00     306.159
     1893.00      515.00     1103.00     106.930
     1907.00      518.00     1112.00      66.409
     1920.00      522.00     1141.00      58.530
     1921.00      523.00     1151.00      56.279
     1926.00      519.00     1129.00      60.782
     1934.00      528.00     1163.00      67.535
     1935.00      516.00     1111.00     101.303
     1939.00      530.00     1171.00      57.405
     1942.00      517.00     1113.00      97.926
     1955.00      516.00     1111.00      81.042
     1961.00      515.00     1110.00      74.289
     1971.00      521.00     1135.00     236.373
     1857.00      535.00     1005.00     111.433
     1865.00      536.00     1006.00     121.563
     1876.00      535.00     1007.00     122.689
     1886.67      535.00     1007.00     113.684
     1893.00      535.00     1007.00     111.433
     1900.00      535.00     1007.00     117.061
     1907.00      535.00     1007.00     112.558
     1913.00      535.00     1007.00     105.805
     1920.50      535.00     1008.00     103.554
     1928.00      535.00     1012.00     102.428
     1935.00      535.00     1008.00      95.675
     1944.00      534.00     1010.00      96.800
     1950.00      534.00     1010.00     100.177
     1956.00      534.00     1011.00      91.172
     1961.00      535.00     1010.00      91.172
     1969.00      535.00     1007.00      84.419
     1856.00      543.00     1122.00     917.351
     1886.00      545.00     1130.00    6070.274
     1893.00      548.00     1142.00    6756.880
     1928.00      546.00     1132.00   11106.137
     1865.00      754.00      685.00     952.244
     1859.00     1175.00     1571.00      73.163
     1859.00     1221.00      190.00     108.056
     1864.00     1059.00     1419.00     575.173
     1877.00     1836.00     1710.00     141.824
     1879.00      642.00     1984.00     166.586
     1885.00      885.00     1922.00     101.303
     1885.00      888.00     1922.00     101.303
     1886.00     1467.00      141.00     145.200
     1897.00      473.00      339.00     207.107
     1895.00     1434.00      125.00      65.284
     1897.00     1440.00      126.00      65.284
     1907.00      512.00      736.00     157.582
     1906.00      608.00     1969.00     156.456
     1907.00      596.00     1975.00     402.959
     1915.00      855.00     1917.00      94.549
     1958.00       17.00      852.00     252.131
     1961.00       16.00      855.00     252.131
     1930.00      960.00      237.00    1092.942
     1949.00     1715.00      468.00     378.196
     1949.00     1731.00      492.00     783.406
     1942.00     1204.00      184.00     201.480
     1941.00     1394.00       62.00      65.284
     1962.00     1448.00      129.00     234.121
     1969.00     1175.00     1987.00      79.916
     1972.00       15.00      857.00     117.061
     1978.00      521.00     1133.00     332.047
     1986.00      521.00     1132.00     368.066
     1992.00      520.00     1132.00     366.940
     2022.00      518.00     1118.00     142.949
     2036.00      518.00     1117.00     108.056
     2048.00      518.00     1118.00      88.921
     1972.00      534.00     1010.00      78.791
     1978.00      535.00     1010.00      84.419
     1985.00      534.00     1013.00      82.168
     1991.00      535.00     1011.00      81.042
     2006.00      535.00     1013.00      78.791
     2014.00      534.00     1013.00      74.289
     2022.00      535.00     1015.00      72.037
     2030.00      534.00     1014.00      69.786
     2036.00      535.00     1014.00      66.409
     2040.00      535.00     1014.00      66.409
     2040.00      535.00     1017.00      66.409
     2050.00      534.50     1016.00      63.033
     2057.00      534.00     1017.00      65.284
     2063.00      534.00     1017.00      63.033
     2072.00      534.00     1017.00      60.782
     1972.00      544.00     1123.00     365.815
     2000.00      536.00     1081.00      84.419
     2012.00      535.00     1071.00      61.907
     2022.00      538.00     1094.00      87.796
     2028.00      537.00     1080.00      66.409
     2029.00      535.00     1071.00      61.907
     2034.00      538.00     1090.00      73.163
     2043.00      536.00     1077.50      61.907
     2049.00      536.00     1071.00      56.279
     2049.00      538.00     1084.00      68.661
     2050.00      536.00     1078.00      57.405
     1986.00      788.00     1081.00    3395.887
     1985.00      860.00     1564.00     864.448
     1972.00     1577.00     1375.00     184.596
     2007.00     1815.00     1326.00     131.693
     2012.00      338.00     1653.00     112.558
     2044.00      853.00     1563.00    3642.390
     2075.00      831.00     1555.00    3428.529
     2030.00     1443.00       85.00     173.340
     2028.50     1645.00     1870.00      74.289
     2035.00     1401.00     1929.00     230.745
     2038.00      464.00      295.00      77.665
     2037.00      809.67     1546.67      74.289
     2040.50     1195.00      139.00     148.577
     2050.00      953.00      551.00     409.713
     2044.00      347.00     1662.00     164.335
     2051.00     1171.00      132.00      58.530
     2056.00     1442.00       87.00     225.117
     2063.00     1321.00     1506.00     205.982
     2072.00     1324.00     1506.00      97.926
     2064.00     1415.00       72.00      91.172
     2075.00     1361.00     1945.00     214.987
     2087.00     1126.00     1993.00     420.968
     2088.00       12.00      872.00      72.037
     2099.00      798.00     1542.00     198.103
     2108.00      813.00     1548.00      87.796
     2089.00     1197.00      538.00     109.182
     2108.00     1267.00      972.00    2266.926
     2088.00     1372.00     1941.00     310.661
     2093.00     1507.00      927.00    2430.136
     2101.00     1508.00      930.00    2597.848
     2108.00     1509.00      932.00    2624.862
     2115.00     1504.00      912.00    5581.771
     2115.00     1510.00      934.00    2351.345
     2123.00     1505.00      915.00    5704.459
     2136.00     1507.00      924.00    4551.862
     2144.00     1506.00      917.00    4616.020
     2144.00     1508.00      926.00    4607.015
     2164.00     1508.00      918.00    7400.714
     2164.00     1512.00      946.00     603.313
     2170.00     1508.00      920.00    7807.050
     2186.00     1508.00      928.00    6839.048
     2193.00     1509.00      930.00    6330.284
     2091.00     1535.00      941.00      67.535
     2102.00     1535.00      943.00      88.921
     2113.00     1535.00      944.00     104.679
     2129.00     1535.00      946.00     141.824
     2145.00     1536.00      950.00     200.354
     2156.00     1536.00      937.00     147.451
     2156.00     1537.00      952.00     211.610
     2186.00     1537.00      942.00     213.861
     2199.00     1537.00      944.00     237.498
     2102.00     1559.00     1405.00     944.365
     2140.00     1568.00     1393.00     357.936
     2157.00     1565.00     1396.00     108.056
     2176.00     1567.00     1394.00     162.084
     2193.00     1546.00     1420.00      69.786
     2195.00     1562.00     1400.00     706.867
     2111.00     1201.00      494.00    3122.370
     2144.00     1224.00      501.00    3247.310
     2165.00     1218.00      500.00    5267.733
     2177.00     1209.00      494.00    1995.660
     2193.00     1206.00      493.00     836.309
     2102.00      739.00      627.00     146.326
     2096.00      533.00     1058.00      61.907
     2107.00      534.00     1053.00      66.409
     2113.00      534.00     1053.00      61.907
     2115.00      533.00     1055.00      61.907
     2123.00      533.00     1053.00      63.033
     2130.00      534.00     1053.00      72.037
     2136.00      534.00     1053.00      65.284
     2142.00      533.00     1051.00      65.284
     2145.00      534.00     1053.00      65.284
     2151.00      533.00     1052.00      73.163
     2157.00      534.00     1052.00      76.540
     2164.00      533.00     1052.00      81.042
     2170.00      533.00     1052.00      72.037
     2183.00      533.00     1050.00      74.289
     2190.00      534.00     1052.00      81.042
     2200.00      534.00     1052.00      82.168
     2108.00     1240.00      505.00     119.312
     2108.00     1243.00      507.00     119.312
     2099.00      535.00     1022.00      64.158
     2109.00     1388.00     1933.00     111.433
     2115.00      962.00      553.00     861.072
     2126.00     1191.00      137.00     172.214
     2133.00     1436.00       81.00     270.140
     2137.00     1687.00      375.00     111.433
     2137.00      731.00      549.00     263.387
     2139.00     1145.00     1989.00      72.037
     2141.00     1139.00     1990.00      69.786
     2158.00       94.00     1476.00      88.921
     2164.00       90.00     1471.00      90.047
     2171.00       91.00     1469.00      79.916
     2202.00       84.00     1454.00     347.805
     2151.00     1330.00     1501.00      91.172
     2150.00      206.00      356.00     121.563
     2148.00     1139.00      523.00      74.289
     2151.00      981.00      550.00     846.439
     2168.00      977.00      552.00    1085.063
     2152.00      652.00      126.00     246.503
     2150.00     1084.00     1504.00     103.554
     2150.00     1253.00      528.00      70.912
     2152.00      842.00     1509.00     114.810
     2150.00     1206.00      544.00      69.786
     2161.00      534.00     1024.00      65.284
     2177.00      741.00      598.00    5133.788
     2186.00      736.00      602.00    7004.509
     2172.00     1807.50     1346.50     174.466
     2170.00      749.00      622.00     231.870
     2183.00      483.00      668.00     711.369
     2173.00      720.00      553.00     144.075
     2180.00      355.00     1835.00     359.061
     2179.00     1222.00      551.00     282.522
     2176.00      534.00     1025.00      60.782
     2182.50      802.50     1528.50     265.638
     2180.00      821.00     1502.00      77.665
     2187.00      970.00      549.00     536.904
     2188.00      650.00      610.00      81.042
     2193.00      643.00      616.00      85.544
     2186.00      213.00      349.00     104.679
     2194.00     1694.00      379.00      70.912
     2195.00     1697.00      381.00      70.912
     2192.00     1608.00     1895.00      91.172
     2195.00      926.00       65.00     422.094
     2194.00     1708.00      396.00     145.200
     2223.00       65.00     1410.00     292.652
     2229.00       64.00     1407.00     312.912
     2276.00       65.00     1405.00      68.661
     2276.00       72.00     1423.00     330.922
     2206.00       83.00     1452.00     396.206
     2251.00       75.00     1433.00     248.754
     2279.00       73.00     1428.00     694.485
     2299.00       61.00     1397.00     428.847
     2301.00       69.00     1419.00     648.336
     2205.00      162.00      244.00      81.042
     2209.00      369.00     1846.00     500.885
     2204.00      480.67      670.00      59.656
     2228.00      494.00      652.00     969.128
     2271.00      487.00      659.00     505.387
     2295.00      485.00      663.00     123.814
     2309.00      487.00      658.00     256.633
     2319.00      494.00      649.00     620.197
     2207.00      533.50     1052.00      79.916
     2215.00      533.00     1050.00      85.544
     2222.00      533.00     1052.00      91.172
     2228.00      534.00     1051.00      88.921
     2235.00      533.00     1050.50      90.047
     2243.00      534.00     1053.00      91.172
     2251.00      534.00     1052.00      99.051
     2258.00      535.00     1050.00      94.549
     2265.00      535.00     1050.00     100.177
     2286.00      533.00     1051.00     103.554
     2293.00      533.00     1051.00     109.182
     2299.00      534.00     1050.00     109.182
     2307.00      534.00     1050.00     117.061
     2317.00      534.00     1051.00     109.182
     2205.00      682.00      116.00     347.805
     2215.00      728.00      604.00    3291.207
     2230.00      734.00      599.00     754.141
     2235.00      727.00      607.00     790.160
     2250.00      730.00      603.00    1684.999
     2269.00      734.00      601.00    7541.412
     2296.00      741.00      597.00    6059.018
     2204.00      835.50     1507.00     109.182
     2207.00     1072.00     1506.00     844.188
     2207.00     1230.00      505.00     445.731
     2210.00     1210.00      494.00    1415.985
     2228.00     1215.00      496.00    6920.090
     2245.00     1222.00      500.00    5031.360
     2205.00     1219.00      550.00     105.805
     2206.00     1268.00      987.00     103.554
     2215.00     1268.00      988.00      94.549
     2222.00     1269.00      989.00      76.540
     2237.00     1268.00      990.00      66.409
     2204.00     1321.00     1451.00     823.927
     2228.00     1313.00     1457.00    3903.525
     2206.00     1509.00      932.00    3865.255
     2206.00     1514.00      955.00     247.628
     2221.00     1513.00      958.00     204.856
     2258.00     1511.00      943.00     590.932
     2287.00     1513.00      950.00     314.038
     2293.00     1513.00      950.00     296.029
     2300.00     1513.00      952.00     262.261
     2316.00     1513.00      953.00     203.731
     2206.00     1538.00      947.00     227.368
     2215.00     1529.00      912.00     156.456
     2222.00     1530.00      912.00     164.335
     2228.00     1530.00      917.00     174.466
     2235.00     1532.00      920.00     191.349
     2236.00     1534.00      938.00      68.661
     2243.00     1535.00      939.00      73.163
     2251.00     1535.00      940.00      79.916
     2251.00     1538.00      954.00     124.940
     2252.00     1532.00      923.00     273.517
     2257.00     1538.00      957.00     123.814
     2258.00     1532.00      923.00     301.656
     2263.00     1536.00      942.00      85.544
     2265.00     1533.00      925.00     310.661
     2265.00     1538.00      957.00     113.684
     2272.00     1533.50      926.00     302.782
     2272.00     1535.00      944.00      81.042
     2281.00     1537.00      944.00      88.921
     2287.00     1534.00      928.00     249.880
     2294.00     1537.00      949.00      68.661
     2300.00     1537.00      948.00      70.912
     2302.00     1534.00      930.00     180.093
     2308.00     1536.00      932.00     158.707
     2314.00     1535.00      934.00     141.824
     2314.00     1537.00      948.00      61.907
     2206.00     1750.00      866.00     236.373
     2206.00     1753.00      878.00     232.996
     2206.00     1757.00      899.00      86.670
     2215.00     1751.00      865.00     271.266
     2229.00     1752.00      869.00     365.815
     2235.00     1752.00      871.00     370.317
     2252.00     1753.00      883.00     346.680
     2259.00     1753.00      884.00     330.922
     2215.00      910.00       62.00     192.475
     2215.00     1211.00      543.50     165.461
     2210.00      764.00      611.00      74.289
     2214.00      442.00      160.00      90.047
     2223.00      434.00      167.00     130.568
     2218.00      880.00     1752.00     288.149
     2215.00      741.00      544.00      79.916
     2227.00      726.00      551.00     139.572
     2245.00     1704.00      388.00     205.982
     2244.00      929.00     1990.00     124.940
     2245.00      375.00     1851.00     138.447
     2263.00      367.00     1845.00     435.601
     2277.00      350.00     1830.00     468.243
     2251.00      189.00      215.00     164.335
     2245.00      754.00      616.00      87.796
     2252.00      848.00     1745.00     370.317
     2253.00      734.00      547.00     106.930
     2258.00      918.00      357.00      63.033
     2262.00      665.00      118.00      90.047
     2260.00     1165.00        7.00      81.042
     2266.00     1218.00      546.00     196.977
     2280.00     1846.00     1548.00     200.354
     2274.00      860.00     1748.00     440.103
     2285.00      868.00     1749.00     141.824
     2281.00     1089.00     1702.00     153.079
     2283.00     1226.00      551.00     126.065
     2300.00      333.00     1410.00      81.042
     2299.00     1100.50     1701.50     154.205
     2323.00      493.00      651.00    1141.342
     2345.00      505.00      636.00      81.042
     2331.00      534.00     1051.00     121.563
     2346.00      534.00     1051.00     132.819
     2358.00      535.00     1051.00     132.819
     2365.00      534.00     1052.00     131.693
     2379.00      534.00     1052.00     136.196
     2388.00      535.00     1052.00     145.200
     2400.00      534.50     1052.25     142.949
     2408.00      534.00     1052.00     153.079
     2414.00      534.00     1053.00     155.331
     2421.00      534.00     1053.00     158.707
     2430.00      535.00     1052.00     155.331
     2322.00      533.50     1030.00      68.661
     2335.00      535.00     1034.00      70.912
     2342.00      534.00     1032.00      73.163
     2352.00      534.00     1032.00      69.786
     2358.00      534.00     1034.00      74.289
     2366.00      535.00     1034.00      72.037
     2374.00      535.00     1034.00      75.414
     2392.00      535.00     1035.00      77.665
     2402.00      535.00     1036.00      75.414
     2409.00      535.00     1036.00      79.916
     2422.00      534.00     1034.00      83.293
     2428.00      535.00     1034.00      86.670
     2344.00      583.00     1377.00     424.345
     2408.00      576.00     1366.00    1826.823
     2434.00      562.00     1348.00     901.593
     2321.00      865.00     1748.00      86.670
     2338.00      858.50     1747.00     335.424
     2323.00      934.00      357.00     136.196
     2320.00     1512.00      954.00     187.973
     2323.00     1513.00      955.00     187.973
     2324.00     1515.00      972.00      86.670
     2330.00     1513.00      956.00     167.712
     2335.00     1516.00      974.00      82.168
     2337.00     1513.00      957.00     167.712
     2343.00     1515.00      975.00      87.796
     2344.00     1513.00      959.00     149.703
     2350.00     1513.00      959.00     148.577
     2351.00     1516.00      976.00      83.293
     2359.00     1513.00      961.00     127.191
     2359.00     1516.00      976.00      78.791
     2366.00     1514.00      960.00     123.814
     2366.00     1517.00      977.00      78.791
     2374.00     1513.00      962.00     127.191
     2374.00     1516.00      978.00      78.791
     2388.00     1516.00      980.00      72.037
     2396.00     1516.00      980.00      72.037
     2400.00     1513.00      964.00      94.549
     2405.00     1516.00      981.00      68.661
     2407.00     1515.00      966.00      94.549
     2415.00     1513.50      967.50      83.293
     2421.00     1516.00      983.00      66.409
     2422.00     1515.00      967.00      87.796
     2428.00     1516.00      967.00      79.916
     2432.00     1516.00      983.00      59.656
     2320.00     1535.00      935.00     133.944
     2330.00     1536.00      937.00     123.814
     2337.00     1536.00      939.00     113.684
     2343.00     1537.00      939.00     112.558
     2359.00     1536.00      942.00      92.298
     2373.00     1536.00      943.00      82.168
     2380.00     1536.00      943.00      73.163
     2331.00     1698.00      221.00     285.898
     2321.00     1834.00     1569.00     243.126
     2323.00     1824.00     1582.00     159.833
     2338.00     1206.00      311.00     328.671
     2354.00     1391.00     1894.00     503.136
     2356.00      694.00      407.00     187.973
     2358.00      842.00     1744.00     463.741
     2358.00      965.00      353.00     153.079
     2372.00      195.00      206.00     114.810
     2384.00      926.50     1508.00      75.414
     2389.00     1352.00     1911.00     641.583
     2402.00     1370.00     1903.00     784.532
     2389.00      723.00      393.00     166.586
     2402.00      712.00      399.00     201.480
     2389.00     1187.00      305.00      82.168
     2391.00      946.00      353.00     100.177
     2408.00     1958.00      577.00      86.670
     2421.00     1959.00      584.00      91.172
     2431.00     1961.00      588.00      83.293
     2409.00      193.00      523.00      74.289
     2416.00      190.00      527.00      79.916
     2414.00      312.00     1368.00      88.921
     2437.00      534.00     1052.00     156.456
     2443.00      534.00     1053.00     163.210
     2451.00      534.00     1053.00     168.838
     2458.00      534.00     1053.00     165.461
     2467.00      534.00     1054.00     183.470
     2480.00      535.00     1053.00     186.847
     2487.00      534.00     1053.00     185.721
     2493.00      534.00     1053.00     201.480
     2499.00      535.00     1053.50     193.600
     2509.00      534.50     1053.00     199.228
     2517.00      535.00     1055.00     202.605
     2524.00      535.00     1053.00     208.233
     2530.00      534.00     1054.00     212.735
     2544.00      535.00     1054.50     220.614
     2437.00      534.50     1034.00      78.791
     2444.00      535.00     1036.50      88.921
     2450.00      535.00     1036.00      85.544
     2458.00      535.00     1036.00      84.419
     2464.00      533.00     1035.00      78.791
     2480.00      535.00     1037.00      90.047
     2487.00      534.00     1036.00      90.047
     2493.00      535.00     1038.00      91.172
     2503.00      535.00     1038.00      96.800
     2509.00      535.00     1037.00      94.549
     2516.25      535.00     1038.50      91.172
     2523.00      535.00     1038.00      95.675
     2529.00      535.00     1039.00     102.428
     2545.00      535.00     1039.00     101.303
     2443.00     1468.00      677.00     568.420
     2450.00     1469.00      678.00     530.150
     2509.00     1477.00      689.00    1779.548
     2549.00     1482.00      694.00     160.959
     2549.00     1490.00      708.00    1015.277
     2449.00     1815.00     1595.00     211.610
     2445.00      957.00      352.00     266.763
     2443.00     1212.00      312.00     631.453
     2445.00     1432.00     1418.00     101.303
     2442.00     1616.00     1864.00      88.921
     2444.00     1372.00     1904.00     112.558
     2445.00      397.00      218.00      70.912
     2458.50      252.50      691.50     178.968
     2456.00     1116.00     1944.00     106.930
     2467.00      663.00      160.00     722.625
     2479.00      111.00     1965.00     196.977
     2487.00      602.00     1634.00    1088.440
     2476.00      609.00      649.00      74.289
     2480.00     1720.00      645.00      91.172
     2487.00     1720.00      645.00      76.540
     2508.00      229.00      469.00     213.861
     2515.00      219.00      486.00     240.875
     2500.00      703.00      144.00     765.397
     2516.00      683.00      153.00     823.927
     2502.00     1230.00      720.00      88.921
     2502.00     1339.00     1914.00     712.495
     2523.00     1986.00      646.00     249.880
     2530.00     1987.00      648.00     260.010
     2539.00     1988.00      651.00     236.373
     2547.00     1981.00      633.00      79.916
     2510.00      418.00      203.00     207.107
     2515.00      815.00     1329.00     186.847
     2522.00     1436.00      411.00     360.187
     2509.00      536.00     1071.00      63.033
     2517.00      536.00     1071.00      65.284
     2524.00      536.00     1072.00      60.782
     2539.00      334.00     1646.00     126.065
     2547.00     1095.00     1572.00    2245.540
     2535.00      471.00      436.00      73.163
     2538.50      681.00      150.00     468.243
     2549.50     1534.50     1270.00      94.549
     2549.00      218.00      484.00      91.172
     2558.00      319.00     1628.00     100.177
     2553.00      437.00      191.00     194.726
     2553.00      535.00     1054.00     232.996
     2559.00      535.00     1055.00     231.870
     2565.00      535.00     1055.00     244.252
     2582.00      535.00     1055.00     271.266
     2588.00      535.00     1055.00     247.628
     2594.00      535.00     1055.00     271.266
     2611.00      535.00     1056.00     249.880
     2618.00      535.00     1056.00     275.768
     2625.00      535.00     1056.00     273.517
     2643.00      535.00     1057.00     281.396
     2651.00      535.00     1057.00     260.010
     2659.00      535.00     1058.00     271.266
     2550.00      535.00     1039.00      93.423
     2553.00      534.00     1039.00      93.423
     2559.00      535.00     1039.00     105.805
     2565.00      535.00     1040.00     100.177
     2574.00      535.00     1039.00     108.056
     2581.00      535.00     1039.00     110.307
     2595.00      535.00     1040.00     103.554
     2603.00      535.00     1041.00     108.056
     2609.00      536.00     1042.00     101.303
     2616.00      535.00     1041.00     104.679
     2623.00      536.00     1041.00     102.428
     2630.00      535.00     1041.50     104.679
     2637.00      535.00     1042.00     109.182
     2645.00      535.00     1043.00     111.433
     2651.00      535.00     1042.00     117.061
     2659.00      535.00     1043.00     106.930
     2550.00      555.00     1337.00     356.810
     2581.00      553.00     1333.00      68.661
     2550.00      573.00     1613.00     135.070
     2553.00      591.00     1626.00    1930.376
     2595.33      558.00     1601.33     110.307
     2596.00      584.00     1621.00     542.531
     2610.00      580.00     1618.00    1453.129
     2629.00      566.00     1607.00    1395.724
     2553.00      803.00     1320.00     173.340
     2551.00      843.00     1602.00     135.070
     2552.00     1490.00      708.00    1322.561
     2559.00     1492.00      710.00    1328.189
     2582.00     1485.00      699.00    2711.532
     2609.00     1488.00      702.00    1307.929
     2624.00     1499.00      725.00     190.224
     2630.00     1490.00      705.00    3233.803
     2646.00     1496.00      717.00    2470.657
     2550.00     1991.00      656.00     172.214
     2565.33     1980.33      630.00     563.918
     2572.00     1982.00      631.00     534.652
     2594.00     1984.00      637.00     617.946
     2608.00     1991.00      659.00     427.722
     2559.00     1201.00       76.00    1208.877
     2574.00      685.50      148.00     223.991
     2592.00      693.00      146.00    1069.305
     2589.00     1451.00      421.00    1105.323
     2580.00      811.00     1325.00     315.164
     2590.75     1553.00     1545.25      64.158
     2609.00     1250.50      735.00     164.335
     2615.00      713.00      141.00     979.258
     2620.00     1089.00     1585.00      79.916
     2624.00     1210.50      454.00     168.838
     2630.00      984.00      467.00     218.363
     2630.00      238.00      458.00     319.666
     2629.00     1244.00      730.00     334.298
     2664.00     1246.00      731.00      86.670
     2639.00      552.00     1332.00      64.158
     2661.00      551.00     1331.00     112.558
     2653.00     1963.00      112.00     113.684
     2653.00      573.00     1883.00     402.959
     2657.00     1593.00     1811.50     348.931
     2656.00      468.50      168.00     229.619
     2664.00     1234.00      462.00     155.331
     2665.00      535.00     1058.00     260.010
     2681.00      535.00     1058.00     260.010
     2683.00      536.00     1071.00      67.535
     2687.00      536.00     1058.00     249.880
     2693.00      536.00     1071.00      65.284
     2696.00      535.00     1059.00     238.624
     2702.00      535.00     1059.00     228.494
     2709.00      535.00     1059.00     234.121
     2711.00      536.00     1072.00      67.535
     2718.00      535.00     1059.00     208.233
     2724.00      537.00     1072.50      68.661
     2731.00      536.00     1060.00     192.475
     2738.00      536.00     1060.00     187.973
     2738.00      537.00     1073.00      73.163
     2744.00      536.00     1061.00     172.214
     2744.00      537.00     1073.00      69.786
     2752.00      536.00     1061.00     166.586
     2759.00      535.00     1061.00     157.582
     2760.00      538.00     1073.00      66.409
     2767.00      536.00     1062.00     155.331
     2777.00      538.00     1075.00      58.530
     2666.00      536.00     1043.00     110.307
     2672.00      535.00     1043.00      99.051
     2678.00      536.00     1044.00     104.679
     2688.00      536.00     1044.00     102.428
     2694.00      536.00     1045.00     103.554
     2702.00      536.00     1044.00      94.549
     2709.00      536.00     1044.00      94.549
     2715.00      535.00     1045.00      95.675
     2722.00      535.00     1045.00      94.549
     2730.00      535.00     1045.00      88.921
     2737.00      535.00     1046.00      90.047
     2743.00      536.00     1045.00      91.172
     2760.00      535.00     1046.00      88.921
     2775.00      536.00     1048.00      85.544
     2667.00     1033.00     1589.00     115.935
     2674.00     1248.00      733.00     133.944
     2688.00     1249.00      733.00     395.080
     2708.00     1255.00      740.00     371.443
